immune_process,functional_class,hours,mean_log2_cpm,n_genes
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,5,3.298315964806534,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,6,3.688582247581148,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,8,3.639458888138398,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,10,3.8542988135527794,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,12,3.9092756200558316,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,14,3.6811197574796655,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,16,3.636333599549366,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,20,3.4229299566997593,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,24,3.715801760870323,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,30,3.6231960246909143,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,36,3.8477568093540153,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,42,3.564738956271332,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,48,3.6465218269898774,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,72,3.717154848459663,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,96,3.649391591592935,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,120,3.6164714508395743,1
JNK; PO-Melanization,Signaling,0,5.207260014950889,1
JNK; PO-Melanization,Signaling,1,5.270184430269888,1
JNK; PO-Melanization,Signaling,2,5.163958235445496,1
JNK; PO-Melanization,Signaling,3,5.223804375126177,1
JNK; PO-Melanization,Signaling,4,5.276375500577414,1
JNK; PO-Melanization,Signaling,5,5.36248503830674,1
JNK; PO-Melanization,Signaling,6,5.179510725273094,1
JNK; PO-Melanization,Signaling,8,5.174855278114005,1
JNK; PO-Melanization,Signaling,10,5.315478549164219,1
JNK; PO-Melanization,Signaling,12,5.278752993276129,1
JNK; PO-Melanization,Signaling,14,5.295873501518583,1
JNK; PO-Melanization,Signaling,16,5.272185520073747,1
JNK; PO-Melanization,Signaling,20,5.171037187751548,1
JNK; PO-Melanization,Signaling,24,5.330194417239992,1
JNK; PO-Melanization,Signaling,30,5.240927455521714,1
JNK; PO-Melanization,Signaling,36,5.290405731166098,1
JNK; PO-Melanization,Signaling,42,5.2951256284581065,1
JNK; PO-Melanization,Signaling,48,5.2207888881976,1
JNK; PO-Melanization,Signaling,72,5.313448094926582,1
JNK; PO-Melanization,Signaling,96,5.321805210115148,1
JNK; PO-Melanization,Signaling,120,5.367586142505585,1
JNK; Wound repair,Signaling,0,5.3832073153924265,5
JNK; Wound repair,Effector,0,6.44203332081335,1
JNK; Wound repair,Signaling,1,5.70793069992598,5
JNK; Wound repair,Effector,1,6.537737037919411,1
JNK; Wound repair,Signaling,2,5.7265147478450045,5
JNK; Wound repair,Effector,2,6.7574260646575555,1
JNK; Wound repair,Signaling,3,5.627783897985399,5
JNK; Wound repair,Effector,3,6.5775979802867015,1
JNK; Wound repair,Signaling,4,5.529917784126818,5
JNK; Wound repair,Effector,4,6.549227561887786,1
JNK; Wound repair,Signaling,5,5.301038789417698,5
JNK; Wound repair,Effector,5,6.146057184350843,1
JNK; Wound repair,Signaling,6,5.561121501256249,5
JNK; Wound repair,Effector,6,6.6561052649681836,1
JNK; Wound repair,Signaling,8,5.491258205956093,5
JNK; Wound repair,Effector,8,6.436499428929219,1
JNK; Wound repair,Signaling,10,5.5118440245214035,5
JNK; Wound repair,Effector,10,6.56240488651505,1
JNK; Wound repair,Signaling,12,5.539354782428327,5
JNK; Wound repair,Effector,12,6.6661326212908545,1
JNK; Wound repair,Signaling,14,5.560239456522913,5
JNK; Wound repair,Effector,14,6.631996311225965,1
JNK; Wound repair,Signaling,16,5.380336527880179,5
JNK; Wound repair,Effector,16,6.4880631159561934,1
JNK; Wound repair,Signaling,20,5.381145239736613,5
JNK; Wound repair,Effector,20,6.555866775116275,1
JNK; Wound repair,Signaling,24,5.430503147857968,5
JNK; Wound repair,Effector,24,6.540750994594413,1
JNK; Wound repair,Signaling,30,5.472485652333023,5
JNK; Wound repair,Effector,30,6.641903792924694,1
JNK; Wound repair,Signaling,36,5.617226270328546,5
JNK; Wound repair,Effector,36,6.766416164848274,1
JNK; Wound repair,Signaling,42,5.427310036223136,5
JNK; Wound repair,Effector,42,6.555042416472908,1
JNK; Wound repair,Signaling,48,5.510303782185571,5
JNK; Wound repair,Effector,48,6.660851200471612,1
JNK; Wound repair,Signaling,72,5.512286323054964,5
JNK; Wound repair,Effector,72,6.732949251727435,1
JNK; Wound repair,Signaling,96,5.762784212821236,5
JNK; Wound repair,Effector,96,7.076133492970232,1
JNK; Wound repair,Signaling,120,5.651954195240437,5
JNK; Wound repair,Effector,120,6.852047612801952,1
JNK; Wound repair; PO-Melanization,Signaling,0,5.345416031337833,1
JNK; Wound repair; PO-Melanization,Signaling,1,5.41533074949176,1
JNK; Wound repair; PO-Melanization,Signaling,2,5.725285111915985,1
JNK; Wound repair; PO-Melanization,Signaling,3,5.564411546456716,1
JNK; Wound repair; PO-Melanization,Signaling,4,5.660722642781213,1
JNK; Wound repair; PO-Melanization,Signaling,5,5.158682106838267,1
JNK; Wound repair; PO-Melanization,Signaling,6,5.727061071556681,1
JNK; Wound repair; PO-Melanization,Signaling,8,5.746581684823239,1
JNK; Wound repair; PO-Melanization,Signaling,10,5.856664612597438,1
JNK; Wound repair; PO-Melanization,Signaling,12,5.789564287748778,1
JNK; Wound repair; PO-Melanization,Signaling,14,5.612780621352819,1
JNK; Wound repair; PO-Melanization,Signaling,16,5.585894214045119,1
JNK; Wound repair; PO-Melanization,Signaling,20,5.5843114519166495,1
JNK; Wound repair; PO-Melanization,Signaling,24,5.469494697294715,1
JNK; Wound repair; PO-Melanization,Signaling,30,5.611404816147842,1
JNK; Wound repair; PO-Melanization,Signaling,36,5.516614296008133,1
JNK; Wound repair; PO-Melanization,Signaling,42,5.5150490119261875,1
JNK; Wound repair; PO-Melanization,Signaling,48,5.553533054718834,1
JNK; Wound repair; PO-Melanization,Signaling,72,5.516161212301601,1
JNK; Wound repair; PO-Melanization,Signaling,96,5.624316990505365,1
JNK; Wound repair; PO-Melanization,Signaling,120,5.583851272542155,1
Other/Unknown,Signaling,0,3.7091576177912557,6
Other/Unknown,Effector,0,5.836175629724451,5
Other/Unknown,Effector (Putative),0,2.780088329699099,2
Other/Unknown,Effector (Lysozyme),0,4.5426551175861585,5
Other/Unknown,Signaling,1,3.817238928310108,6
Other/Unknown,Effector,1,6.18947455502903,5
Other/Unknown,Effector (Putative),1,2.2141615277783173,2
Other/Unknown,Effector (Lysozyme),1,4.611207113337259,5
Other/Unknown,Signaling,2,3.847436189121298,6
Other/Unknown,Effector (Putative),2,2.981873017707698,2
Other/Unknown,Effector,2,6.267044896643515,5
Other/Unknown,Effector (Lysozyme),2,4.645603379941005,5
Other/Unknown,Signaling,3,3.8260877697093942,6
Other/Unknown,Effector,3,6.1248782866476805,5
Other/Unknown,Effector (Putative),3,3.39624731488726,2
Other/Unknown,Effector (Lysozyme),3,4.8596901249443105,5
Other/Unknown,Signaling,4,3.8200907654661163,6
Other/Unknown,Effector,4,6.120373854164677,5
Other/Unknown,Effector (Putative),4,4.446295932815204,2
Other/Unknown,Effector (Lysozyme),4,4.67327771069137,5
Other/Unknown,Signaling,5,3.55679408411291,6
Other/Unknown,Effector (Putative),5,5.296537450580722,2
Other/Unknown,Effector,5,6.255572959657008,5
Other/Unknown,Effector (Lysozyme),5,4.974379620806067,5
Other/Unknown,Signaling,6,3.8319474782052225,6
Other/Unknown,Effector,6,6.242642464867177,5
Other/Unknown,Effector (Putative),6,5.284335284778242,2
Other/Unknown,Effector (Lysozyme),6,4.809241477920422,5
Other/Unknown,Signaling,8,3.7868195760312076,6
Other/Unknown,Effector (Putative),8,5.734428988145858,2
Other/Unknown,Effector,8,6.2725179660653865,5
Other/Unknown,Effector (Lysozyme),8,4.794915538550387,5
Other/Unknown,Signaling,10,3.8204729946108262,6
Other/Unknown,Effector,10,6.3844050357626925,5
Other/Unknown,Effector (Putative),10,5.829453498479818,2
Other/Unknown,Effector (Lysozyme),10,4.799183136434947,5
Other/Unknown,Signaling,12,3.861256072204222,6
Other/Unknown,Effector (Putative),12,5.881292267485533,2
Other/Unknown,Effector,12,6.471787597637212,5
Other/Unknown,Effector (Lysozyme),12,4.673707097889862,5
Other/Unknown,Signaling,14,3.847993866959166,6
Other/Unknown,Effector,14,6.235084048625787,5
Other/Unknown,Effector (Putative),14,5.3493096717813255,2
Other/Unknown,Effector (Lysozyme),14,4.589548144401772,5
Other/Unknown,Signaling,16,3.7816172088886693,6
Other/Unknown,Effector,16,6.143842786737724,5
Other/Unknown,Effector (Putative),16,4.746676334641075,2
Other/Unknown,Effector (Lysozyme),16,4.478950897210146,5
Other/Unknown,Signaling,20,3.806143455223301,6
Other/Unknown,Effector (Putative),20,4.743724576307972,2
Other/Unknown,Effector,20,6.233233507886213,5
Other/Unknown,Effector (Lysozyme),20,4.682936420359174,5
Other/Unknown,Signaling,24,3.7722174921029974,6
Other/Unknown,Effector,24,6.139635007234274,5
Other/Unknown,Effector (Putative),24,3.7942748131752633,2
Other/Unknown,Effector (Lysozyme),24,4.747207633713231,5
Other/Unknown,Signaling,30,3.766374857880912,6
Other/Unknown,Effector,30,6.449818834566275,5
Other/Unknown,Effector (Putative),30,4.133196364776837,2
Other/Unknown,Effector (Lysozyme),30,4.927832779976466,5
Other/Unknown,Signaling,36,3.8332182950521196,6
Other/Unknown,Effector,36,6.224222821900004,5
Other/Unknown,Effector (Putative),36,2.9447517094215554,2
Other/Unknown,Effector (Lysozyme),36,4.768260685628979,5
Other/Unknown,Signaling,42,3.782922370433298,6
Other/Unknown,Effector (Putative),42,3.6729537824177267,2
Other/Unknown,Effector,42,6.235900648137226,5
Other/Unknown,Effector (Lysozyme),42,4.6107272887683335,5
Other/Unknown,Signaling,48,3.832574588161467,6
Other/Unknown,Effector (Putative),48,2.86915831005218,2
Other/Unknown,Effector,48,6.175368403554357,5
Other/Unknown,Effector (Lysozyme),48,4.453199206209979,5
Other/Unknown,Signaling,72,3.8202690362331944,6
Other/Unknown,Effector (Putative),72,2.379577648839533,2
Other/Unknown,Effector,72,6.185138593618548,5
Other/Unknown,Effector (Lysozyme),72,4.324769300356676,5
Other/Unknown,Signaling,96,3.868929713877691,6
Other/Unknown,Effector (Putative),96,2.241634406512615,2
Other/Unknown,Effector,96,6.239528416173373,5
Other/Unknown,Effector (Lysozyme),96,5.465511153373858,5
Other/Unknown,Signaling,120,3.8216877115127517,6
Other/Unknown,Effector (Putative),120,2.0583797732143156,2
Other/Unknown,Effector,120,6.189889123243889,5
Other/Unknown,Effector (Lysozyme),120,5.167574073712679,5
PO-Melanization,Signaling,0,5.499073233650722,3
PO-Melanization,Effector,0,4.077125391888013,2
PO-Melanization,Signaling,1,6.327747655643499,3
PO-Melanization,Effector,1,4.419596287059346,2
PO-Melanization,Signaling,2,6.362978448518601,3
PO-Melanization,Effector,2,4.397587945335198,2
PO-Melanization,Signaling,3,6.153270585394154,3
PO-Melanization,Effector,3,4.076976067383327,2
PO-Melanization,Signaling,4,5.8414855927586515,3
PO-Melanization,Effector,4,4.276062706220851,2
PO-Melanization,Signaling,5,5.6992159225668075,3
PO-Melanization,Effector,5,4.231940487702685,2
PO-Melanization,Signaling,6,5.804906585999928,3
PO-Melanization,Effector,6,4.297408412948453,2
PO-Melanization,Signaling,8,5.911696442055146,3
PO-Melanization,Effector,8,4.315917569640585,2
PO-Melanization,Signaling,10,5.841815489772336,3
PO-Melanization,Effector,10,4.636300068891276,2
PO-Melanization,Signaling,12,5.817838322930538,3
PO-Melanization,Effector,12,4.666239122293622,2
PO-Melanization,Signaling,14,5.709213174978214,3
PO-Melanization,Effector,14,4.480720558557897,2
PO-Melanization,Signaling,16,5.698471238277187,3
PO-Melanization,Effector,16,4.5978995114988646,2
PO-Melanization,Signaling,20,5.821082808708941,3
PO-Melanization,Effector,20,4.637840711490193,2
PO-Melanization,Signaling,24,5.590354015529921,3
PO-Melanization,Effector,24,4.504554427037529,2
PO-Melanization,Signaling,30,5.8426519801454155,3
PO-Melanization,Effector,30,4.7981250310016135,2
PO-Melanization,Signaling,36,5.713882985928805,3
PO-Melanization,Effector,36,4.509549098786447,2
PO-Melanization,Signaling,42,5.7787325050159195,3
PO-Melanization,Effector,42,4.690904475896774,2
PO-Melanization,Signaling,48,5.651816439701014,3
PO-Melanization,Effector,48,4.566179308858963,2
PO-Melanization,Signaling,72,5.703353748569351,3
PO-Melanization,Effector,72,4.772095418020511,2
PO-Melanization,Signaling,96,5.819087199733745,3
PO-Melanization,Effector,96,4.642930481071361,2
PO-Melanization,Signaling,120,5.808001789450006,3
PO-Melanization,Effector,120,4.709626416558185,2
PO-Melanization; Epithelial,Signaling,0,5.194343540338796,2
PO-Melanization; Epithelial,Signaling,1,5.650608871352173,2
PO-Melanization; Epithelial,Signaling,2,5.815549627196221,2
PO-Melanization; Epithelial,Signaling,3,5.7916118696146235,2
PO-Melanization; Epithelial,Signaling,4,5.4621271597190315,2
PO-Melanization; Epithelial,Signaling,5,5.44202683058611,2
PO-Melanization; Epithelial,Signaling,6,5.315684759624233,2
PO-Melanization; Epithelial,Signaling,8,5.18842433333154,2
PO-Melanization; Epithelial,Signaling,10,5.334545783125504,2
PO-Melanization; Epithelial,Signaling,12,5.309424224522225,2
PO-Melanization; Epithelial,Signaling,14,5.171441159168254,2
PO-Melanization; Epithelial,Signaling,16,5.262279568977986,2
PO-Melanization; Epithelial,Signaling,20,5.464500225087878,2
PO-Melanization; Epithelial,Signaling,24,5.300124317096483,2
PO-Melanization; Epithelial,Signaling,30,5.375992167845381,2
PO-Melanization; Epithelial,Signaling,36,5.226744484634027,2
PO-Melanization; Epithelial,Signaling,42,5.3888699711598935,2
PO-Melanization; Epithelial,Signaling,48,5.353472767186139,2
PO-Melanization; Epithelial,Signaling,72,5.375427862954141,2
PO-Melanization; Epithelial,Signaling,96,5.715291429782351,2
PO-Melanization; Epithelial,Signaling,120,5.595484558959074,2
PO-Melanization; ROS,Signaling,0,2.10761178190893,1
PO-Melanization; ROS,Signaling,1,3.066153062288384,1
PO-Melanization; ROS,Signaling,2,3.2629552279061445,1
PO-Melanization; ROS,Signaling,3,3.1910432281231067,1
PO-Melanization; ROS,Signaling,4,2.71465769069672,1
PO-Melanization; ROS,Signaling,5,2.492739689657444,1
PO-Melanization; ROS,Signaling,6,2.5525103480547635,1
PO-Melanization; ROS,Signaling,8,2.2323715621595506,1
PO-Melanization; ROS,Signaling,10,2.755751235719244,1
PO-Melanization; ROS,Signaling,12,3.0624711921579992,1
PO-Melanization; ROS,Signaling,14,3.21269971393156,1
PO-Melanization; ROS,Signaling,16,2.418073713881365,1
PO-Melanization; ROS,Signaling,20,2.7921967322457175,1
PO-Melanization; ROS,Signaling,24,2.797608204296763,1
PO-Melanization; ROS,Signaling,30,2.952386419944707,1
PO-Melanization; ROS,Signaling,36,3.2662284122586884,1
PO-Melanization; ROS,Signaling,42,2.539603990361873,1
PO-Melanization; ROS,Signaling,48,2.8542323275279804,1
PO-Melanization; ROS,Signaling,72,2.616859812424703,1
PO-Melanization; ROS,Signaling,96,3.9066636303242808,1
PO-Melanization; ROS,Signaling,120,3.5245838990542717,1
Phagocytosis,Recognition,0,4.030574211592148,17
Phagocytosis,Other,0,5.215993303456661,6
Phagocytosis,Effector,0,7.506607971700932,1
Phagocytosis,Recognition,1,4.3156223232564255,17
Phagocytosis,Other,1,5.23575887746451,6
Phagocytosis,Effector,1,7.768941112904345,1
Phagocytosis,Recognition,2,4.384764491819855,17
Phagocytosis,Other,2,5.267682953860706,6
Phagocytosis,Effector,2,7.880812465398546,1
Phagocytosis,Recognition,3,4.1654457598123695,17
Phagocytosis,Other,3,5.228032196205226,6
Phagocytosis,Effector,3,7.750404024931234,1
Phagocytosis,Recognition,4,4.22739512469661,17
Phagocytosis,Other,4,5.309700812854559,6
Phagocytosis,Effector,4,7.498399797414139,1
Phagocytosis,Recognition,5,4.13623198224907,17
Phagocytosis,Other,5,5.264585238668695,6
Phagocytosis,Effector,5,7.42644719242076,1
Phagocytosis,Recognition,6,4.276477355302059,17
Phagocytosis,Other,6,5.3046485141869715,6
Phagocytosis,Effector,6,7.527793389384971,1
Phagocytosis,Recognition,8,4.403845339509245,17
Phagocytosis,Other,8,5.274041450178549,6
Phagocytosis,Effector,8,7.4764219695125185,1
Phagocytosis,Recognition,10,4.529403700869468,17
Phagocytosis,Other,10,5.244589113553891,6
Phagocytosis,Effector,10,7.462436166956648,1
Phagocytosis,Recognition,12,4.485420721876166,17
Phagocytosis,Other,12,5.243945550356532,6
Phagocytosis,Effector,12,7.612502341003088,1
Phagocytosis,Recognition,14,4.425978724926982,17
Phagocytosis,Other,14,5.366068699734346,6
Phagocytosis,Effector,14,7.745579299577262,1
Phagocytosis,Recognition,16,4.42092105364315,17
Phagocytosis,Other,16,5.267545169859777,6
Phagocytosis,Effector,16,7.5787669236598045,1
Phagocytosis,Recognition,20,4.484737940177101,17
Phagocytosis,Other,20,5.253309196795776,6
Phagocytosis,Effector,20,7.605799392773333,1
Phagocytosis,Recognition,24,4.354411329942053,17
Phagocytosis,Other,24,5.23324469320639,6
Phagocytosis,Effector,24,7.5975363171518,1
Phagocytosis,Recognition,30,4.649580691446857,17
Phagocytosis,Other,30,5.236040239158999,6
Phagocytosis,Effector,30,7.629797750196133,1
Phagocytosis,Recognition,36,4.3927338955667805,17
Phagocytosis,Other,36,5.248216460592007,6
Phagocytosis,Effector,36,7.6918885907263235,1
Phagocytosis,Recognition,42,4.389183424394466,17
Phagocytosis,Other,42,5.223013004139398,6
Phagocytosis,Effector,42,7.501673694165767,1
Phagocytosis,Recognition,48,4.336527551967715,17
Phagocytosis,Other,48,5.21264294315362,6
Phagocytosis,Effector,48,7.665006485601257,1
Phagocytosis,Recognition,72,4.371025334299629,17
Phagocytosis,Other,72,5.1923328759904885,6
Phagocytosis,Effector,72,7.617136111411558,1
Phagocytosis,Recognition,96,4.562593703716177,17
Phagocytosis,Other,96,5.32620269556486,6
Phagocytosis,Effector,96,7.757590025755993,1
Phagocytosis,Recognition,120,4.479678021767626,17
Phagocytosis,Other,120,5.26376400920366,6
Phagocytosis,Effector,120,7.648940639570175,1
Phagocytosis; Anti-viral,Recognition,0,3.5919401395274404,2
Phagocytosis; Anti-viral,Recognition,1,3.4972277360311113,2
Phagocytosis; Anti-viral,Recognition,2,2.988149206655278,2
Phagocytosis; Anti-viral,Recognition,3,2.6218777301516,2
Phagocytosis; Anti-viral,Recognition,4,3.2617172602064355,2
Phagocytosis; Anti-viral,Recognition,5,3.4971277010426247,2
Phagocytosis; Anti-viral,Recognition,6,3.619120198216277,2
Phagocytosis; Anti-viral,Recognition,8,3.6823958035096234,2
Phagocytosis; Anti-viral,Recognition,10,4.2571809818113255,2
Phagocytosis; Anti-viral,Recognition,12,4.300557051651376,2
Phagocytosis; Anti-viral,Recognition,14,4.228090301526429,2
Phagocytosis; Anti-viral,Recognition,16,4.21362231592549,2
Phagocytosis; Anti-viral,Recognition,20,4.460668796104017,2
Phagocytosis; Anti-viral,Recognition,24,4.488937504709346,2
Phagocytosis; Anti-viral,Recognition,30,4.456848497944518,2
Phagocytosis; Anti-viral,Recognition,36,4.170421634791058,2
Phagocytosis; Anti-viral,Recognition,42,4.283102302627672,2
Phagocytosis; Anti-viral,Recognition,48,4.253735803774281,2
Phagocytosis; Anti-viral,Recognition,72,4.056953130620127,2
Phagocytosis; Anti-viral,Recognition,96,3.8259115042149734,2
Phagocytosis; Anti-viral,Recognition,120,4.409323938580098,2
ROS,Effector (ROS),0,6.92554549371211,2
ROS,Effector (ROS),1,6.968519372061005,2
ROS,Effector (ROS),2,6.920534632292201,2
ROS,Effector (ROS),3,6.906944721347049,2
ROS,Effector (ROS),4,7.005506212286034,2
ROS,Effector (ROS),5,7.015585497768896,2
ROS,Effector (ROS),6,6.798165380104399,2
ROS,Effector (ROS),8,6.930703225022535,2
ROS,Effector (ROS),10,6.907469402104775,2
ROS,Effector (ROS),12,6.847925230982199,2
ROS,Effector (ROS),14,6.819259316376224,2
ROS,Effector (ROS),16,6.8436596007536314,2
ROS,Effector (ROS),20,6.898603723973584,2
ROS,Effector (ROS),24,6.959442210006106,2
ROS,Effector (ROS),30,6.947350311311605,2
ROS,Effector (ROS),36,6.915864907106437,2
ROS,Effector (ROS),42,6.934629590650389,2
ROS,Effector (ROS),48,6.837500679267736,2
ROS,Effector (ROS),72,6.922810309768619,2
ROS,Effector (ROS),96,6.8416768665038195,2
ROS,Effector (ROS),120,6.980497266120804,2
Toll,Effector (Putative),0,5.821020997857746,4
Toll,Recognition,0,4.374380211597062,4
Toll,Signaling,0,4.656004534315881,29
Toll,Effector (AMP),0,3.7370755979756027,7
Toll,Recognition,1,5.103932577546642,4
Toll,Effector (Putative),1,7.2097656782775355,4
Toll,Signaling,1,4.802176765274675,29
Toll,Effector (AMP),1,4.493178371642412,7
Toll,Effector (Putative),2,8.565287518431308,4
Toll,Recognition,2,5.23091396495415,4
Toll,Signaling,2,4.866496321166169,29
Toll,Effector (AMP),2,4.8040867173989,7
Toll,Signaling,3,4.754240294273531,29
Toll,Recognition,3,5.127106405891684,4
Toll,Effector (Putative),3,9.20495576394196,4
Toll,Effector (AMP),3,5.120839278772593,7
Toll,Effector (Putative),4,9.343603772123833,4
Toll,Recognition,4,4.996770193024488,4
Toll,Signaling,4,4.8087790044538865,29
Toll,Effector (AMP),4,5.111047287707712,7
Toll,Recognition,5,5.204767153231147,4
Toll,Signaling,5,4.699104673391944,29
Toll,Effector (Putative),5,9.186655283016785,4
Toll,Effector (AMP),5,5.527164725811962,7
Toll,Recognition,6,5.0805301385804995,4
Toll,Signaling,6,4.838623917872432,29
Toll,Effector (Putative),6,9.280938643033172,4
Toll,Effector (AMP),6,5.454969252774265,7
Toll,Recognition,8,5.201376914862064,4
Toll,Effector (Putative),8,9.407711869301368,4
Toll,Signaling,8,4.838749296681139,29
Toll,Effector (AMP),8,5.576832204044438,7
Toll,Effector (Putative),10,8.77656708789547,4
Toll,Recognition,10,5.440549582365438,4
Toll,Signaling,10,4.904695290753364,29
Toll,Effector (AMP),10,5.476668550042086,7
Toll,Signaling,12,4.875599148525444,29
Toll,Effector (Putative),12,7.988013862452533,4
Toll,Recognition,12,5.464391772836981,4
Toll,Effector (AMP),12,5.500499529218523,7
Toll,Signaling,14,4.851800805692303,29
Toll,Effector (Putative),14,8.173592507221016,4
Toll,Recognition,14,5.312547818356448,4
Toll,Effector (AMP),14,5.836483664684663,7
Toll,Signaling,16,4.833011536760953,29
Toll,Recognition,16,5.306153274398321,4
Toll,Effector (Putative),16,8.399893981587436,4
Toll,Effector (AMP),16,5.3402556942084045,7
Toll,Signaling,20,4.8545640006633075,29
Toll,Recognition,20,5.448121180451451,4
Toll,Effector (Putative),20,8.599527342425851,4
Toll,Effector (AMP),20,5.882321315504752,7
Toll,Recognition,24,4.95506750238013,4
Toll,Effector (Putative),24,7.237253456007642,4
Toll,Signaling,24,4.753734486797463,29
Toll,Effector (AMP),24,4.792659840862766,7
Toll,Effector (Putative),30,8.826667088971599,4
Toll,Signaling,30,4.907582045989927,29
Toll,Recognition,30,5.531787526059385,4
Toll,Effector (AMP),30,6.098638218726783,7
Toll,Signaling,36,4.879364389110949,29
Toll,Effector (Putative),36,7.450787781092908,4
Toll,Recognition,36,5.313534274696194,4
Toll,Effector (AMP),36,5.507271463681085,7
Toll,Effector (Putative),42,8.661942154620805,4
Toll,Signaling,42,4.876136089697765,29
Toll,Recognition,42,5.426605805564041,4
Toll,Effector (AMP),42,5.5749274062076,7
Toll,Effector (Putative),48,6.778770491705341,4
Toll,Signaling,48,4.8178913023289205,29
Toll,Recognition,48,5.119207285067613,4
Toll,Effector (AMP),48,4.97805540297528,7
Toll,Effector (Putative),72,7.440555682611972,4
Toll,Recognition,72,5.212849795469566,4
Toll,Signaling,72,4.827948875589344,29
Toll,Effector (AMP),72,5.051650836895172,7
Toll,Signaling,96,4.8971347962531,29
Toll,Recognition,96,5.416853683307354,4
Toll,Effector (Putative),96,6.471476216128885,4
Toll,Effector (AMP),96,5.379453836720694,7
Toll,Signaling,120,4.892271541510688,29
Toll,Effector (Putative),120,6.3649500152803515,4
Toll,Recognition,120,5.309116628067582,4
Toll,Effector (AMP),120,5.346890933781504,7
Toll; Anti-viral,Signaling,0,8.64723711774568,1
Toll; Anti-viral,Signaling,1,8.790623308695988,1
Toll; Anti-viral,Signaling,2,8.816026826663546,1
Toll; Anti-viral,Signaling,3,8.470444013291546,1
Toll; Anti-viral,Signaling,4,8.57779085126936,1
Toll; Anti-viral,Signaling,5,8.394011167874481,1
Toll; Anti-viral,Signaling,6,8.672750702280819,1
Toll; Anti-viral,Signaling,8,8.789396662632381,1
Toll; Anti-viral,Signaling,10,8.979625399235506,1
Toll; Anti-viral,Signaling,12,9.022722324711454,1
Toll; Anti-viral,Signaling,14,9.112004298816002,1
Toll; Anti-viral,Signaling,16,8.93172336140642,1
Toll; Anti-viral,Signaling,20,8.875618090789224,1
Toll; Anti-viral,Signaling,24,8.867972589706682,1
Toll; Anti-viral,Signaling,30,8.896477365941493,1
Toll; Anti-viral,Signaling,36,8.95676622207314,1
Toll; Anti-viral,Signaling,42,8.823165144646342,1
Toll; Anti-viral,Signaling,48,8.87402159384671,1
Toll; Anti-viral,Signaling,72,8.997053899250085,1
Toll; Anti-viral,Signaling,96,9.100931998152072,1
Toll; Anti-viral,Signaling,120,9.09116297313887,1
Toll; Cellular,Signaling,0,5.019865128213567,3
Toll; Cellular,Signaling,1,5.077403240126048,3
Toll; Cellular,Signaling,2,5.100600105397906,3
Toll; Cellular,Signaling,3,4.973692888097229,3
Toll; Cellular,Signaling,4,5.169093649595278,3
Toll; Cellular,Signaling,5,4.893042697444907,3
Toll; Cellular,Signaling,6,5.199093403421884,3
Toll; Cellular,Signaling,8,5.198971308503579,3
Toll; Cellular,Signaling,10,5.210269163763018,3
Toll; Cellular,Signaling,12,5.237378175083691,3
Toll; Cellular,Signaling,14,5.143502001642259,3
Toll; Cellular,Signaling,16,5.137370999082286,3
Toll; Cellular,Signaling,20,5.089631980827219,3
Toll; Cellular,Signaling,24,4.982872324024412,3
Toll; Cellular,Signaling,30,5.120163488829848,3
Toll; Cellular,Signaling,36,5.199582855029431,3
Toll; Cellular,Signaling,42,5.024833115339055,3
Toll; Cellular,Signaling,48,5.096702650103819,3
Toll; Cellular,Signaling,72,4.972033227665001,3
Toll; Cellular,Signaling,96,5.054570943876929,3
Toll; Cellular,Signaling,120,5.042284729270373,3
Toll; Encapsulation,Signaling,0,5.923918632894791,1
Toll; Encapsulation,Signaling,1,6.002992873668225,1
Toll; Encapsulation,Signaling,2,6.050070023222231,1
Toll; Encapsulation,Signaling,3,6.055636319179988,1
Toll; Encapsulation,Signaling,4,6.0274908644524015,1
Toll; Encapsulation,Signaling,5,5.688943578932516,1
Toll; Encapsulation,Signaling,6,6.178533909879366,1
Toll; Encapsulation,Signaling,8,5.963927070799414,1
Toll; Encapsulation,Signaling,10,5.977302237670254,1
Toll; Encapsulation,Signaling,12,6.046169363009828,1
Toll; Encapsulation,Signaling,14,6.197930202746923,1
Toll; Encapsulation,Signaling,16,5.933765845041323,1
Toll; Encapsulation,Signaling,20,5.950281889792092,1
Toll; Encapsulation,Signaling,24,5.967536968056616,1
Toll; Encapsulation,Signaling,30,6.003340886804921,1
Toll; Encapsulation,Signaling,36,6.171968314714522,1
Toll; Encapsulation,Signaling,42,5.981311683506112,1
